-1,32.667,76,4.5,15,22.167,28.667,11.833,30.5,42.333,18.333,8.5,6.3333,16.5,20.667,92,0.33333,-2,1,1,31.286,75.714,5.1429,15,19,28.143,14,30.429,44.429,18,7.8571,3.8571,17.143,23,86.714,0.57143,1,3
1,38.333,75.5,8,19.333,21.833,29,8.6667,34,42.667,24.5,11,4.6667,15.667,23.5,106.5,1,6,-2,-1,31,75.714,5.7143,18.286,22.429,27.571,9.8571,31.857,41.714,22.571,6.7143,6.2857,16.286,23.571,90.143,0.57143,-2,4
-1,37,84.875,6.75,18.875,16.875,26.125,14.375,31.625,46,18.625,7.75,4.5,14.75,23.25,97.625,0.5,-1,-6,1,35.875,78.5,9.875,24.75,20.25,28,9.25,35,44.25,21.375,5.375,4.25,14.5,19.25,101.88,0.75,1,2
1,38.875,83,8.375,21.5,22,29.875,10.125,34.5,44.625,24,9.875,5.5,17.25,22.125,108.12,0.625,3,1,1,37.429,78.286,5.4286,13,14.857,19.857,8.5714,32.286,40.857,20.286,4.4286,3.1429,14.286,20.571,95.143,0.57143,4,4
-1,39.8,86,9,26.2,19.2,28.6,9.2,27.6,36.8,22,6.6,5.4,13.6,23.6,107.8,0,-5,2,-1,37.143,80.714,6.5714,17.429,18.571,25.429,11,31.429,42.429,22.857,7.4286,4.7143,12.571,20.857,99.429,0.71429,-1,-2
-1,35.625,81.5,5.875,20.125,18.5,23.875,13.25,32.125,45.375,21.125,7.75,5.375,13.625,22.125,95.625,0.75,-1,-2,-1,39.833,81.5,4.6667,15.833,21.333,28.833,10.833,35.333,46.167,23.5,9,5.8333,17,20,105.67,0.5,-1,-1
-1,35.5,81.167,6,15.667,24.667,30.667,11.333,33.333,44.667,20.333,6.6667,4.3333,14.833,21.333,101.67,0.66667,-2,1,-1,37.333,81.167,5.8333,15.667,19.167,27.167,12,28.667,40.667,18.667,7.5,2.6667,16.333,21.5,99.667,0.33333,-3,-1
-1,34,79.571,4.4286,14.286,10.857,17.143,10.286,32.143,42.429,19.143,6.7143,4.8571,14.429,17.429,83.286,0.14286,-1,-2,-1,38.375,88.625,4.375,13.5,16.25,21.625,11.875,33.75,45.625,21.125,9.5,4.625,18.625,24.625,97.375,0,-8,-1
-1,35.5,82.333,4.5,15.167,15.833,21.833,13.167,31,44.167,19.333,5.8333,5.3333,15,23.833,91.333,0.33333,-2,-2,1,34.833,77.667,7.6667,20.667,25,33.5,10.833,32.167,43,18,5,4.1667,18.833,22,102.33,0.33333,1,1
-1,37.4,86.6,6.4,17.4,13.4,18.4,14,28,42,19.4,6.8,4.8,14.2,29.8,94.6,0,-5,-2,-1,32.571,75.143,4.2857,13.143,24.857,29.571,9.8571,25.571,35.429,14.429,7.8571,3,15.714,21.857,94.286,0.28571,-1,-1
1,37,81.5,8.875,19.875,14.625,18.375,10.125,33.375,43.5,20.75,8.25,4,13.75,19.625,97.5,0.75,2,-2,-1,34.429,80.429,4.2857,14.286,17.429,25.286,14,31.571,45.571,19.571,7.8571,5,16.857,22.143,90.571,0.28571,-3,-1
1,36.286,80.714,9.2857,19.714,17.286,21.143,9.1429,30.286,39.429,23.857,8.1429,3.2857,13.714,21.143,99.143,0.57143,2,-2,1,41.75,83.5,4.25,11.125,24.125,31.375,12.625,30,42.625,28.5,9.75,4.75,16.875,24.75,111.88,0.75,4,2
1,32.167,85,4.8333,19,23,30.333,15.833,31.667,47.5,17,6.8333,5.3333,17.333,23.333,92.167,0.16667,1,-1,-1,36.429,86.571,7.5714,22.286,18.857,25.429,12.286,34,46.286,21.571,7.5714,5.2857,17.143,29.143,99.286,0.42857,-4,2
1,36.714,77.714,6.8571,19,22.143,25.714,8.8571,32.429,41.286,21.714,4.7143,6.2857,12.714,22,102.43,0.71429,1,1,1,36.875,78.375,8.125,21.25,17.125,22.625,7.75,33,40.75,21.625,7.875,5.625,12,19.375,99,0.875,4,2
1,40.5,86.5,9.875,26.75,14.5,19,9.625,31.125,40.75,24.375,9.125,4.375,13.25,17.75,105.38,0.75,3,1,-1,32.333,84.833,4.6667,17.667,17.167,23.667,13.667,28.833,42.5,20.333,8.8333,4.8333,16,22.667,86.5,0.16667,-1,3
1,34.571,76.143,4.2857,13.714,22.143,28.429,12,29.714,41.714,19.857,8.7143,6.7143,16.429,20.571,95.571,0.42857,1,2,1,38.222,87.111,5,14.111,16.667,22,11.889,34.444,46.333,21.333,9,4.3333,19,24.333,98.111,0.11111,1,-2
1,37.571,74.857,7.2857,18.286,21.857,29.286,8.8571,33.714,42.571,24,11.571,5,15.429,24.143,104.29,1,7,1,-1,33.75,80,4.75,15.75,12.5,19.125,10.375,31,41.375,18.625,7.625,4.625,14.125,17.5,84.75,0.125,-2,1
